DEF A 50000
243871 340
252663 858
469823 -497
178191 149
165098 -320
39444 680
326034 -205
422310 168
4479 260
158838 566
67088 494
314252 558
117778 -801
258728 90
363144 619
333041 -706
346153 -944
256152 976
456560 -305
67477 -990
5375 -78
101691 761
384069 -647
242930 -99
407613 768
122467 53
285615 -281
338963 393
451270 692
286835 -234
53663 877
65060 -832
238285 564
248496 -155
288259 974
349208 986
422896 -101
157748 317
7604 30
228218 570
318798 37
422623 -587
320108 939
7806 379
375631 -358
102145 646
430871 206
378166 508
21122 -338
380354 734
442636 914
135720 884
213165 820
205202 -231
226850 420
152339 -999
300458 315
166414 -434
369254 -427
408297 237
1567 -557
206883 -210
194001 49
134298 123
228063 4
40857 -300
276918 -70
52584 -917
19102 -862
227205 953
223911 544
307954 -279
470859 -280
161287 -535
197645 937
117702 564
96380 -63
164354 -619
442338 5
21856 -598
346009 -286
341102 280
271996 -962
145715 98
200529 -80
37051 -560
252465 357
465161 676
368430 -200
96142 -573
228737 -804
297992 469
71134 -654
131850 472
293703 -941
183874 -935
232773 328
295345 121
467719 412
312219 -400
330333 623
109040 150
243332 -447
355178 -886
233353 672
210542 -557
197869 -466
319912 355
487232 763
298827 -64
138174 54
437001 -53
56734 -302
408420 -195
206110 -361
225405 -557
86262 -555
151945 947
424998 124
474061 -296
491148 -397
153147 17
193137 411
490724 -278
441174 552
477658 700
304958 11
466647 -956
179709 419
418850 819
112059 -745
438615 -327
495053 -88
60620 -597
130388 -318
127459 537
235637 -394
326906 -225
270018 631
141849 544
123535 507
323245 -155
66870 -756
322889 -421
197664 739
148750 -925
402347 365
40748 752
210630 721
350155 18
493967 -93
388040 -75
305814 167
77295 797
491368 192
263332 227
144437 -823
194097 33
31066 -324
181049 158
89427 476
207857 144
64225 609
420126 -702
488116 145
350701 -917
240052 93
273009 -782
104613 -344
202015 981
187848 699
223209 -363
189876 658
315671 295
374335 72
42805 -886
36549 -338
189610 126
388623 737
315424 91
387234 -523
391527 638
453922 -112
205857 -113
47544 -776
187221 393
405924 -218
84030 800
360440 -947
349447 -225
445478 -748
231241 -973
159266 204
115505 -759
63293 281
457333 -473
146110 212
110517 -968
46100 -626
191272 644
256951 -507
329037 -125
321627 420
275027 -933
345473 -525
433195 -49
33079 -564
289330 -302
117992 187
272939 285
368468 -376
148164 -70
111836 -318
147315 -712
91408 -413
267933 -641
233432 322
27586 59
42742 -386
237126 -432
443441 -679
195519 -480
351110 202
201570 454
422389 -138
166740 210
237486 256
338140 675
89938 455
39963 699
340394 -752
62410 826
437571 997
128885 -335
392611 -636
401233 -596
69037 105
328924 -853
114307 -153
405602 48
37709 -306
360258 195
419950 -249
157222 -759
216558 538
223940 -47
37786 -298
130779 357
392699 -983
488375 662
158381 608
154066 418
2713 343
163918 372
46190 872
186421 899
174566 31
375446 -132
294134 21
137109 -307
262559 401
67646 -655
180104 -575
292055 -197
474442 -570
390818 175
186390 236
376594 104
60579 -488
338828 121
142736 249
223372 302
104633 -181
444522 119
164192 632
425812 -249
459033 458
243448 489
208236 855
228293 30
332285 463
348206 -324
196699 152
224132 631
298016 -40
396752 -248
104562 -523
274406 547
251648 -72
140666 840
316912 -169
358943 -702
76289 -609
447787 -123
154247 -568
499908 -116
327895 -534
37912 -53
105618 -604
314578 634
357709 682
360738 -729
364159 144
204170 807
370424 -164
47999 337
427667 -58
479635 -691
25686 422
337538 933
136207 798
199169 -898
218264 434
21401 -766
31830 979
260220 539
80014 -42
368162 -475
272454 -668
92685 231
433521 -316
346568 540
63979 -445
414201 665
286329 740
285950 -464
105538 119
402991 -845
238553 -608
196741 -264
276724 -38
176275 -262
94272 -210
333615 79
133122 -700
42310 -5
83337 230
460536 316
264137 -263
236981 -534
142829 283
489355 -280
24402 -654
104875 308
333090 616
82396 814
274930 23
482904 203
335813 -480
268634 -64
259172 -56
51931 -139
216174 -181
22529 -337
403557 862
47129 -262
315145 -164
327458 900
461534 -667
135208 -375
250302 956
420791 584
8979 696
410787 -207
236568 421
330081 -908
6717 -988
370954 243
410832 483
235906 -259
169346 388
393479 -509
352224 290
340391 -889
185975 951
124736 -723
225907 879
477862 239
465575 1
96032 -505
100775 -887
230588 492
324477 894
363088 661
27729 -6
98754 427
398382 -414
214271 -41
245876 -338
97070 851
62966 -842
384481 225
300037 -305
56464 965
283696 -152
16812 -177
94961 752
8316 439
381646 404
187452 728
486750 -793
139155 133
294793 426
168444 -331
424441 866
488872 407
20024 353
308984 -587
252048 801
118378 745
50649 543
436568 611
415295 236
81402 -58
348992 -146
222670 743
71413 -823
237228 -794
231604 -976
423227 -955
203890 -900
159804 -734
285453 140
76679 854
366941 410
105951 591
362953 -129
79554 -752
20108 308
91542 452
462514 -436
221195 928
208742 -225
416486 -654
396799 714
112743 -311
268166 -101
340955 971
274039 987
123825 -19
145397 776
74924 -650
288648 -170
302950 108
348138 -507
210560 4
225057 -892
377284 -849
422883 771
406849 -965
149837 592
453076 -645
308491 -616
4326 -117
244371 -496
239864 768
374280 140
414470 280
1970 772
20740 -540
144617 301
193464 -973
195761 -251
336178 -4
380872 28
471031 -291
278972 -540
465064 816
250844 742
202699 215
130246 -85
401335 -121
290055 -843
200159 -623
65929 252
191189 -453
484905 -347
96574 -334
471754 104
332014 -22
192132 46
399687 457
259858 103
91273 -298
383198 972
22269 444
252887 604
34323 294
272113 -165
384023 -958
488087 212
64941 -8
476217 867
170010 972
126972 -976
316950 456
321422 -10
339265 280
130445 -462
91982 643
240862 -749
27088 -899
54207 763
85747 -680
344950 770
180715 37
44982 -992
322381 200
439876 -609
485524 200
494416 -174
435008 -810
68168 -374
413471 -386
221164 805
228609 -621
152409 -951
4832 -384
349813 -420
49289 -237
76702 -996
44153 685
492012 -466
159237 -760
375278 113
47792 -954
479939 -199
218236 -540
273427 707
263074 -57
169865 683
5674 -726
263733 -493
45242 898
117439 -117
324661 -859
340887 166
332178 252
251701 415
313844 331
168880 637
29377 -180
360790 613
213280 -783
395673 -294
161512 538
741 539
404164 -174
194046 758
410724 485
76642 738
21978 881
136904 -843
299485 -43
345572 330
48288 -547
474967 665
179625 757
341631 257
486326 304
418315 -810
319194 56
347729 710
216235 -873
221820 -41
385964 -186
395049 943
248696 -694
262100 -467
453263 -976
177863 904
154829 182
111921 -194
21291 552
276415 617
207208 -270
188160 -598
130139 -759
282464 -626
110369 -715
489685 -667
319099 -265
404276 -853
433041 -272
148681 -344
306753 -104
436912 934
12079 -166
328741 722
18738 156
73692 947
299887 852
252349 -622
314093 166
309104 -186
55451 -211
437148 -98
199876 776
475050 269
40505 -917
68278 610
482979 190
341544 410
54024 -715
61133 -237
291794 177
315062 -967
413029 763
54411 474
134929 515
184289 -620
178656 789
97635 -115
495565 -315
44154 -578
212768 -568
432384 -901
133975 929
239862 -649
460566 347
293466 -288
468524 -472
376745 553
192292 508
141379 221
327375 668
33954 -968
479809 589
417269 375
220626 423
44149 394
90208 -466
161845 -817
266815 707
444886 733
219054 -647
12446 578
346881 191
85483 173
336700 215
382747 -925
85235 53
186459 45
64642 728
56772 268
81504 -79
235014 -936
93807 211
412247 -378
331271 485
120708 -675
111838 154
254256 -280
38697 -909
14245 749
115658 -8
55825 -106
330045 -364
265939 39
378717 63
212659 -779
456336 -975
148285 -856
377237 -116
427118 -492
450369 826
275185 -792
180980 793
37280 -970
418237 525
127779 895
448518 956
234789 -85
458593 80
205955 310
356143 -386
313883 -168
382640 -480
378976 -771
55404 -906
1089 -875
370273 -726
100685 605
338420 965
303635 -343
205843 415
290552 -639
131371 342
465628 -684
58774 583
443626 270
106550 861
260102 542
252381 430
281771 -863
461524 212
346263 -851
75486 300
415755 906
117618 390
186915 461
167157 468
494174 -471
19162 802
404845 936
131386 -176
25558 -712
138685 660
259830 419
441090 953
231556 -33
357165 -829
283468 3
57472 223
379262 90
434966 -823
498551 -877
43645 -275
417004 159
452527 -798
157096 -735
203026 6
370905 -937
1019 -265
281834 -539
205040 391
393780 -443
107562 249
27561 34
376472 -177
356476 438
489352 27
429914 -2
364104 -82
112157 -16
201472 605
449601 -150
964 -493
295266 983
467594 100
460444 -13
90491 -775
267544 -594
31474 105
395792 -702
218280 -731
252089 633
123648 -997
256983 753
45273 492
320737 98
187450 -310
183948 -586
107197 214
206749 -208
56315 545
263779 158
54122 675
377564 948
342781 357
26247 413
25626 -312
301398 274
476691 -267
153379 -684
460226 -532
301414 -972
277159 715
368794 -644
480929 543
475500 596
275440 631
216755 563
303307 -681
431511 -560
384028 -890
256205 654
268798 604
75281 841
132337 12
316510 -85
235481 924
272943 -8
119639 737
429700 -79
233632 553
170517 73
177184 272
338636 -157
497944 -501
175635 972
260610 -807
307979 760
5797 612
323954 -514
144624 -536
279754 -543
274740 -303
425449 -268
210787 502
27653 -229
293055 -830
469844 -409
101795 -168
499787 739
127684 774
498063 -354
139967 -958
450406 -884
205654 -640
316603 -369
414824 -291
279440 565
181758 242
116649 -455
92744 -698
369669 799
358824 865
388742 -29
180698 -471
76710 -618
80304 126
229380 -729
397168 786
382388 175
470499 343
2158 323
328052 950
91240 810
19192 -759
418708 -712
368543 -271
14087 720
160594 182
220691 644
307711 754
182378 -985
404880 758
124639 -600
91545 379
453927 -956
255074 -915
463719 478
270388 312
125640 580
295553 -652
417869 -551
365429 -692
424169 -976
367490 212
383668 202
474966 -953
79569 846
477805 -440
214599 702
260291 -474
164098 365
140964 -830
114843 352
231834 -516
200932 387
301184 153
224188 -386
83462 -291
192638 304
325922 -342
158858 -112
175057 -572
197087 215
475340 686
254917 632
80212 368
250997 528
79538 -807
148880 372
122677 -835
355111 861
1318 652
106827 132
260361 465
68437 -717
408476 295
387172 533
482075 -389
252748 416
12297 -982
209400 -139
459386 -251
346390 276
358942 270
383000 971
377787 -889
438185 106
350115 12
480238 -523
360830 27
196760 306
292323 -716
369191 -602
217247 940
248166 544
145958 918
354758 696
450668 148
176972 962
212770 972
323934 -442
314435 -529
486016 -449
323483 -394
275028 -335
47634 -860
486323 -691
104777 515
130707 -976
477455 226
67921 765
385496 -321
261461 -836
123827 -215
178479 -51
14757 -235
459859 192
297236 -773
10095 71
444834 123
337737 -180
289616 -940
365129 -607
179575 -812
216417 382
423766 -662
329499 263
207017 312
161779 196
62097 -742
216498 -146
359023 -643
422399 -741
138585 -506
309683 771
233970 420
108591 586
471480 720
417979 408
2260 -252
340790 -973
435087 -358
235290 -544
293954 69
22005 -948
237328 -497
449258 -297
431212 -991
285315 -851
320504 -2
202272 -174
258770 -137
94412 -750
300935 -257
414010 548
179491 153
245575 -70
457795 -135
305739 749
394286 744
107801 966
82599 412
277022 -837
461421 -663
116313 -723
173687 -63
369103 -543
145801 867
179059 88
8610 70
282636 -546
364223 -437
351736 -982
41780 827
90119 -933
17923 -727
100385 -478
287685 407
147038 106
456096 703
47384 783
114640 -161
78592 -207
412707 652
239882 669
350722 -130
158475 297
83434 -788
69667 214
200391 786
77633 -685
374059 -981
335189 -904
71778 -773
443555 875
261930 291
174010 -429
440130 -397
153364 -163
10255 598
306859 329
464821 334
108626 -745
491898 -707
189821 -710
354431 807
410605 -509
478178 794
422939 956
244374 -506
94183 -344
373785 -806
415579 916
37149 296
183105 404
494894 -684
441085 715
471651 711
24322 549
244356 -504
155839 -213
14303 -204
343630 -519
344943 -430
58789 317
133064 -27
128325 202
437519 905
337118 -332
129201 -425
38424 -553
42892 509
100163 -105
29220 -163
494444 576
371333 -364
372363 636
265784 994
394469 -273
498916 259
216396 980
122584 -278
155182 -897
404979 -348
51123 -820
61580 547
174627 -528
69056 142
151719 -724
431980 -485
388204 665
329151 -81
221654 288
9265 -877
222015 -819
85734 -236
140162 -330
315838 696
284773 -183
336701 896
254997 -719
425443 976
19105 -149
237119 -176
109127 451
333339 683
21468 -157
290603 122
290131 868
375598 -502
324402 684
483262 -84
202355 100
292612 128
19917 665
339377 266
43946 172
237243 51
292024 -638
250227 503
176165 919
431187 633
278762 -858
457108 245
54362 -294
113743 -236
326742 6
376032 97
412458 -3
32578 -624
330662 -693
223642 -391
169479 237
454012 855
467951 -408
411711 -884
320511 -102
358102 625
97392 210
200870 754
164268 -387
46871 362
427971 255
36460 -570
124252 38
289158 -85
473697 152
345876 528
6390 -760
137384 -659
36832 95
134810 343
408345 -88
489320 737
324474 -810
173843 94
4804 66
12456 -225
176322 -84
289557 -74
134306 67
271841 -645
124220 -931
283884 -38
450310 268
121303 142
486715 -535
360838 60
265377 -842
417149 -797
40349 344
111297 505
360763 -894
10632 437
205374 -458
370363 -967
411609 -443
480388 829
292626 -728
182791 -64
201892 -553
246431 -393
92912 621
100019 -358
490131 520
497197 -520
157217 -153
108337 980
264953 322
87769 -321
451864 -868
342712 473
116689 101
415655 316
103725 -202
168604 970
451597 35
26929 -138
38656 -51
451856 -212
176821 53
75620 -610
73900 -690
384722 205
335632 -509
341885 848
430624 -51
167321 665
24050 328
489333 -872
214127 938
466098 724
89325 27
226586 982
136328 -206
173122 502
143848 94
179892 -900
465404 -385
105658 388
37106 543
121236 -918
164844 -90
64100 247
404238 433
349375 -635
211371 473
300442 -303
324852 380
445031 181
238175 -495
307035 -977
399599 -73
132475 356
51542 -867
198744 1
202028 981
105435 -127
141243 535
72120 481
222969 847
180199 -308
269672 -359
251389 -476
24021 -228
72057 -452
347277 92
176923 -123
382372 399
144585 914
63884 329
55267 913
179662 -297
149138 -95
330238 610
366387 559
175457 -414
20252 129
43579 993
39653 952
766 -937
362501 -605
7155 424
127624 527
365175 -791
339794 412
115539 413
211325 553
72116 -185
132459 -293
114425 198
488266 882
78136 -130
235011 715
312864 16
205667 982
419079 -480
194377 -413
123945 -646
348466 472
110563 -388
450884 -898
116026 -439
54008 -506
71728 -533
123201 -847
218017 820
492387 -847
152690 750
417868 906
34767 887
311888 -802
224408 -382
429137 -295
360972 956
370177 535
14920 414
213990 -54
32327 998
351793 -944
470817 -6
306561 186
119166 -51
1339 857
59051 559
253763 -830
75446 -996
80369 854
104622 858
164559 946
336166 89
469833 87
404855 823
498385 182
468173 -822
41238 342
341525 -848
160528 -309
179453 -781
248900 -496
113778 16
348675 225
101020 396
489079 994
471254 991
220292 773
237432 -875
191212 -713
390301 597
79469 -174
56128 60
330169 -995
1212 49
374696 -335
185269 949
419169 47
158965 844
4624 -663
213240 -944
14683 -153
196399 -25
40972 831
425100 -816
76118 401
438133 587
206580 -739
292647 -251
408266 -789
60150 315
490876 419
455616 -602
60819 -419
210594 795
407270 -813
91851 953
141034 -750
156928 -642
222081 -620
430542 -801
430134 -325
470139 -286
379289 -214
189815 907
72998 965
119574 -774
11737 190
6624 -92
206123 219
170703 745
157406 -445
51698 -208
67157 -22
29502 591
323359 -956
103790 845
345071 -719
406559 -288
353068 -626
44620 -582
362691 -454
38996 -572
272089 973
463336 -788
295544 -960
107958 302
412947 -992
300446 -544
400987 948
302047 -302
306344 -810
10543 415
12471 102
408480 891
29828 452
340661 -481
149998 658
266948 -913
457983 -364
416652 527
397028 -38
222829 975
216970 627
322784 -691
369575 -169
375007 919
63373 550
343686 845
319004 -834
474088 -168
237970 -250
257704 969
210760 4
326408 -257
287640 60
422270 -331
284022 451
10996 345
201078 -868
151654 -347
491316 14
262924 -311
444916 -38
146886 921
391481 -25
129105 451
435725 161
17420 -515
444165 -819
315228 -842
103241 850
449179 616
415301 -473
420961 -621
326660 -33
203384 976
131981 -692
372665 -102
105622 552
357171 103
140527 -372
126555 -396
405790 -673
239089 955
20508 -331
98113 750
324519 292
43718 820
40172 31
372551 -168
69998 -713
201160 -668
74947 825
311582 -431
109729 105
177673 -392
187733 -772
359212 523
464555 -347
459831 64
185322 -704
125166 -807
137941 236
282365 -887
166267 -84
44945 -383
247203 -895
487301 -850
336282 235
19072 -636
340 -255
228972 -926
973 -463
297949 880
235542 780
483296 217
332077 -186
463410 -630
310050 776
164483 -331
417044 780
261639 -400
488237 292
80528 -826
303235 -132
234919 -440
285294 -756
169449 596
250477 -9
357376 773
358560 805
358588 971
192175 -10
84099 10
194012 495
98790 -997
214447 27
237295 550
427899 823
288076 134
415044 -4
279694 -310
291592 143
316286 -931
370487 -985
275843 47
412172 -217
67370 -300
352125 821
493710 -511
185317 -499
34492 764
179528 788
149666 427
105963 743
338562 359
477091 -392
270402 -317
83752 -312
310753 -761
102948 638
205228 -917
267009 928
122208 -170
319638 -302
136499 -861
219190 -384
108020 330
202282 447
113294 -623
70361 5
133468 -30
437407 -496
288722 -552
229257 313
333503 -443
458951 83
118640 -688
381011 200
177143 2
441898 994
145493 441
382610 513
201123 245
485313 -231
257622 674
497775 443
276996 534
325947 -930
491982 556
341383 486
420113 -313
380569 105
58999 933
312305 -506
11287 -444
98841 -220
464349 451
426646 472
99048 959
496242 23
483985 -631
280466 -18
461903 -235
343052 886
194321 -212
295724 -214
33827 -355
185891 178
470578 -452
378025 -783
285104 -134
171350 453
474669 996
431278 -930
26307 520
463093 -356
437889 911
303978 792
382676 31
370030 349
364171 754
240487 998
358400 -270
23528 330
457278 553
343548 -265
378419 -102
8188 441
129246 466
459511 553
383338 -396
198549 579
198867 -472
253724 895
165911 754
207596 -566
289509 -917
444432 -739
390813 -688
9591 -557
385866 491
123178 -363
384389 719
166430 987
87185 941
486876 -103
400442 -545
263764 -30
78179 -989
85233 -714
85607 667
24147 690
92451 -592
440855 -237
214351 299
478981 843
444829 619
484584 -452
442401 -428
196086 -657
232816 -38
133240 258
23769 357
52580 -699
291368 -835
336587 -24
285832 86
427018 -717
81846 -774
471399 -803
189525 -620
396392 -646
226351 329
243255 -247
428253 341
253448 69
122303 40
310680 -928
316397 260
280725 -882
17426 312
17446 610
10750 -536
92596 -310
185645 146
34567 -623
301538 274
395081 219
428529 -814
143472 870
333634 -106
6525 -326
131574 -51
69424 186
449675 542
44964 339
210988 -425
94090 804
78821 -314
16847 -182
108184 414
449547 723
253040 -372
141294 569
424814 -233
65791 -200
122013 -684
27827 587
241266 251
264773 293
307145 738
290632 -515
190665 74
222641 486
104113 488
66656 -703
307255 -797
122020 -705
360832 667
258217 998
64434 -992
76799 -201
412677 -374
456386 -705
218229 511
377588 374
47249 -428
76211 914
85647 -148
23752 760
38341 -592
402057 596
106612 -570
422243 796
320097 -540
285794 -117
20821 -55
103682 498
499923 -932
120145 -848
297579 733
243526 181
182305 -911
115447 952
134942 200
474064 283
245960 -878
35231 -76
416552 474
352720 1
154287 -133
153884 108
33812 566
124958 736
333986 103
268240 917
259188 -881
25450 493
364208 -102
225798 150
296450 862
172433 -590
92336 664
411335 -112
181491 -593
261889 778
435274 -875
27238 439
206043 -452
35527 -971
430003 767
204299 191
331886 749
147036 -905
370647 186
195245 97
89049 -969
225860 737
108047 195
206626 890
433954 -133
158020 581
433345 258
371020 388
370158 -453
195770 -839
226666 -931
58553 -830
136389 0
33170 575
482597 -733
130976 -20
442479 -286
491028 -974
51692 270
29981 -89
471291 562
2608 -451
286582 997
26708 481
337767 221
436147 -812
332574 52
400358 315
433528 242
281002 -852
174571 982
108979 285
171362 6
71329 -367
234987 -408
455924 -99
143201 -175
469835 550
171885 316
155669 107
131815 857
347681 -132
326567 348
441272 -552
376590 -726
442948 161
402609 927
70798 971
256933 -521
58604 -728
299072 -472
175173 -375
143354 360
260175 239
340676 844
346698 -156
342053 -621
148064 -28
60079 688
477772 -330
344315 72
487831 -76
489000 -18
320895 -715
233461 500
286910 -467
410380 -565
7510 -914
139796 -963
401678 -176
199881 -624
485668 -714
459108 -916
243259 187
255773 383
455857 -912
174456 -959
363364 808
35023 -741
442093 -164
80111 355
333722 -156
223791 232
76930 939
125270 -40
376763 503
243337 -216
399790 -203
28868 401
237984 -7
396784 -806
401081 240
186587 -203
251048 962
465057 494
22798 520
471201 -480
68364 -8
197753 647
74931 375
156607 -953
180878 -704
346831 20
135093 -949
256421 430
193045 558
115976 -522
257150 -85
391276 -449
56877 -315
250397 -973
434205 598
452548 -78
432943 -347
196921 -774
22380 528
492273 258
286177 456
316631 622
263860 52
343404 -95
258962 732
83735 -887
294647 363
57016 876
380400 413
463904 -42
45363 -196
349880 -694
99457 -199
2533 -811
416681 -194
341447 210
366615 -922
156833 -525
247483 -411
103732 -203
492322 819
55262 -31
195183 -722
154846 935
436043 -250
422893 407
51554 125
476065 363
352278 -402
305552 -40
489757 351
4522 -628
337782 707
486847 617
194297 -69
124414 -381
310750 -971
473588 -715
324659 -214
114221 -297
263536 114
258462 442
326240 -473
15157 -482
229478 61
